title,price_clean,bedrooms,bathrooms,toilets,area,has_pool,has_gym,has_parking,has_bq,has_elevator,is_newly_built,is_furnished,is_serviced,has_security,has_generator,has_ac,has_wifi,property_type
Neat 2 Bedroom House In Estate Ologolo,5800000.0,2.0,3.0,3.0,Estate Ologolo Lekki,0,0,0,0,0,1,0,0,0,0,0,0,Other
Mini Flat,2000000.0,1.0,2.0,2.0,Thomas Estate Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
3 Bedroom Apartment In Estate Salem,5500000.0,3.0,4.0,4.0,Estate Ilasan Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
4 Bedroom Fully Detached Duplex,6500000.0,4.0,4.0,5.0,Ikota Lekki,0,0,1,0,0,0,0,1,1,0,1,1,Duplex
Mini Flat,2000000.0,1.0,2.0,2.0,Thomas Estate Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
3 Bedroom Apartment In Estate Salem,5500000.0,3.0,4.0,4.0,Estate Ilasan Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Neat Room Bq In Ologolo Estate,700000.0,,1.0,1.0,Estate Ologolo Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Other
4 Bedroom Terrace Duplex,15000000.0,4.0,6.0,6.0,Estate Ilasan Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
3 Bedroom Apartment,13000000.0,3.0,4.0,4.0,Ilasan Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Mini Flat,5000000.0,1.0,2.0,2.0,Estate Ilasan Lekki,0,0,0,0,0,1,1,0,0,0,0,0,Apartment
3 Bedroom Apartment,7000000.0,3.0,4.0,4.0,Estate Ilasan Lekki,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Neat Spacious Room Self Contain In Igbo Efon,1400000.0,,1.0,1.0,Estate Ologolo Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Other
A Room Self Contained,1500000.0,,1.0,1.0,Estate Alpha Beach Road Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Other
Beautiful Luxury 4 Bedroom Terraced Duplex With Bq,550000000.0,4.0,4.0,5.0,Lekki Phase 1 Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
Neat 3 Bedroom House In Thomas Estate Ajah,4500000.0,3.0,4.0,4.0,Estate Thomas Estate Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Other
190sqm Of Size Warehouse,9000000.0,,2.0,3.0,Ologolo Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Other
Spacious Shop To Let Facing D Road Ado,1500000.0,,1.0,1.0,Street Ado Road Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Other
3 Bedroom Terrace Duplex,4000000.0,3.0,4.0,4.0,Mobil Road Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
Neat 4 Bedroom Duplex Self Compound Thomas Estate,8500000.0,4.0,6.0,5.0,Estate Thomas Estate Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
"Neat Shop For Commercial Use Ado Road, Downstairs",1600000.0,,1.0,1.0,Street Ado Road Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Commercial
Brand New 4 Bedroom Terrace In Estate Orchid Road,8000000.0,4.0,6.0,6.0,Estate Orchid Lekki,0,0,0,0,0,1,0,0,0,0,0,0,Terrace
4 Bedroom Duplex With Bq Estate Ajah,6000000.0,4.0,6.0,6.0,Estate Ajah,0,0,0,1,0,1,0,0,0,0,0,0,Duplex
Standard Studio Apartment,2800000.0,1.0,1.0,1.0,Orchid Lekki Phase 2 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Shop Space Measuring 100sqm,10000000.0,,,1.0,Ikate Lekki Phase 1 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Other
4 Bedroom Semi Detached Duplex,100000000.0,4.0,4.0,4.0,Banana Island Ikoyi,0,0,1,0,1,0,0,0,0,0,0,0,Duplex
Ultra Luxury 3 Bedroom Flat&bq ( High Rise ),50000000.0,3.0,4.0,4.0,The Heart Of Victoria Island . Victoria Island,1,1,1,1,1,0,0,1,0,0,0,0,Apartment
3 Bedroom Apartment,7700000.0,3.0,3.0,4.0,Scheme 2 Lekki Phase 2 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Stunning Furnished 3 Bedroom Apartment,20000000.0,3.0,3.0,4.0,Ikate Lekki Phase 1 Lekki,1,0,1,0,0,0,1,1,0,0,0,0,Apartment
Studio Apartment,3500000.0,1.0,1.0,1.0,Orchid Lekki Phase 2 Lekki,0,0,1,0,0,1,0,1,0,0,0,0,Apartment
Exquisite 3 Bedroom Apartment,4500000.0,3.0,3.0,4.0,Sangotedo Sangotedo,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Furnished Studio Apartment,3900000.0,1.0,1.0,1.0,Chevron Lekki Phase 2 Lekki,0,0,0,0,0,0,1,1,0,0,0,0,Apartment
Luxurious 4 Bedroom Terrace Duplex,7000000.0,4.0,4.0,4.0,Ajah Lekki Phase 2 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
4 Bedroom Semi Detached Duplex With Bq,10000000.0,4.0,4.0,4.0,Oral Estate Lekki Phase 2 Lekki,1,0,0,1,0,0,0,1,0,0,0,0,Duplex
Mini Flat,4500000.0,1.0,1.0,1.0,Ikota Lekki Phase 2 Lekki,1,0,0,0,0,0,0,1,0,0,0,0,Apartment
Single Room In A Shared Apartment,1300000.0,1.0,1.0,1.0,Ikota Lekki Phase 2 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Fortune Garden Premium Estate Land In Ngor Okpala,18500000.0,,,,Zion Ministry Ngor Okpala,0,0,0,0,0,0,0,0,1,0,0,0,Other
4 Bedroom Duplex,17000000.0,4.0,4.0,5.0,Ikate Lekki Phase 1 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
Exquisite 4 Bedroom Terrace Duplex,8000000.0,4.0,4.0,5.0,Orchid Lekki Phase 2 Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
Exquisite 4 Bedroom Terrace Duplex,25000000.0,4.0,4.0,5.0,Lekki Phase 1 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
Furnished 2 Bedroom Apartment,10000000.0,2.0,2.0,3.0,Agungi Lekki Phase 1 Lekki,0,0,0,0,0,0,1,1,0,0,0,0,Apartment
2 Bedroom Apartment,10000000.0,2.0,2.0,3.0,Lekki Phase 1 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Exquisite 3 Bedroom Duplex,7500000.0,3.0,3.0,4.0,Orchid Lekki Phase 2 Lekki,0,0,0,0,0,1,0,0,0,0,0,0,Duplex
3 Bedroom Terrace Duplex,8000000.0,3.0,3.0,3.0,Ikota Lekki Phase 2 Lekki,0,0,0,0,0,0,1,0,0,0,0,0,Duplex
Standard Studio Apartment,2800000.0,1.0,1.0,1.0,Orchid Lekki Phase 2 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Shop Space Measuring 100sqm,10000000.0,,,1.0,Ikate Lekki Phase 1 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Other
4 Bedroom Semi Detached Duplex,100000000.0,4.0,4.0,4.0,Banana Island Ikoyi,0,0,1,0,1,0,0,0,0,0,0,0,Duplex
Exquisite 4 Bedroom Terrace Duplex With Bq,9000000.0,4.0,4.0,5.0,Ikate Lekki Phase 1 Lekki,0,0,0,1,0,0,0,1,0,0,0,0,Duplex
Newly Built 4 Four Bedroom Fully Detached House,50000000.0,4.0,4.0,5.0,Lekki 1 Lekki Lekki Phase 1 Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Detached
Very Spacious Studio Apartment Upstairs,1800000.0,,,,Unity Estates Badore Ajah Lagos Close Badore Ajah,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Very Spacious 2bedroom Flat Apartment Upstairs,3000000.0,,,,Thomas Estates Ajah Lagos Thomas Estate Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Standard 6bedroom Fully Detached Duplex,10000000.0,,,,Alpha Beach Estates New Road Lekki Lagos Alpha Beach Road Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
4 Bedroom Semi Detached Duplex,6500000.0,,,,Ocean Breeze Folarin Estates Badore Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
Spacious 2 Bedroom Flat,3000000.0,,,,Ikota Gra Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Mini Flat Upstairs,2200000.0,,,,Seaside Estate Badore Ajah,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Luxury 4 Bedroom Semi Detached Duplex With Bq,8000000.0,,,,Harris Drive Vgc Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
Luxury 3 Bedroom Apartment,35000000.0,,,,"Glover Road, Ikoyi",0,0,0,0,0,0,0,1,0,0,0,0,Apartment
4 Bedroom Duplex,20000000.0,,,,Lake Estate Opposite Chevron Lekki Lagos Chevron Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
4 Bedroom Fully Detached Duplex,6500000.0,4.0,4.0,5.0,Ikota Lekki,0,0,1,0,0,0,0,1,1,0,1,1,Duplex
One Full Plot Of Land,35000000.0,,,,Silver Point Call/Code Estates Badore Ajah Lagos Badore Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Other
6units Of 3bedroom Apartment Renting All Together,210000000.0,,,,Ikoyi Lagos Ikoyi,1,1,1,0,1,0,0,0,0,0,0,0,Apartment
Spacious 2bedroom Flat Apartment,2500000.0,,,,Peaceville Estates Badore Ajah Lagos Badore Ajah,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Standard 2 Bedroom Duplex,3500000.0,,,,Seaside Estates Badore Ajah,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
Shared Apartment,800000.0,,,,Rockstone Estates Badore Ajah,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Spacious Studio Apartment,2000000.0,,,,Royal View Estates Askamaya Opposite Mega Estate Ikota Lekki,0,0,0,1,0,0,0,1,0,0,0,0,Apartment
Newly Built Room Self Contained,1450000.0,,,,Royal Palmwill Estates Badore Ajah,0,0,0,0,0,1,0,0,0,0,0,0,Other
Newly Built 2 Bedroom Flat,4500000.0,,,,Genesis Court Call To Access Estates Cooperative Road Badore Ajah,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Brand New 2 Bedroom Flat Upstairs And Downstairs,2500000.0,,,,"Unity Estates, Badore Ajah",0,0,0,0,0,1,0,0,0,0,0,0,Apartment
3 Bedroom Flat,2500000.0,,,,Dockview Estate Badore Ajah Lagos Badore Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Master Bedroom In A Duplex,3500000.0,,,,Royal Pine 3 Estates Orchid Lekki,0,0,0,1,0,1,0,1,0,0,0,0,Duplex
3 Bedroom Apartment,20000000.0,3.0,3.0,4.0,Oniru Victoria Island,1,1,1,0,0,0,0,0,1,0,1,1,Apartment
Brand New 2 Bedroom Flat Upstairs And Downstairs,2500000.0,,,,"Unity Estates, Badore Ajah",0,0,0,0,0,1,0,0,0,0,0,0,Apartment
3 Bedroom Flat,2500000.0,,,,Dockview Estate Badore Ajah Lagos Badore Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Master Bedroom In A Duplex,3500000.0,,,,Royal Pine 3 Estates Orchid Lekki,0,0,0,1,0,1,0,1,0,0,0,0,Duplex
Newly Built 3 Bedroom Flat,3500000.0,,,,Seaside Estates Badore Ajah,0,0,0,0,0,1,0,1,0,0,0,0,Apartment
2 Bedroom Flat,4500000.0,,,,"Salem,Ilasan, Ikate Lekki Lagos Ikate Lekki",0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Serviced 4 Bedroom Maisonette,25000000.0,,,,"Builders Mart Road Off Oriwu Street, Lekki Phase 1 Lekki",0,0,0,1,0,0,1,1,0,0,0,0,Maisonette
Newly Renovated 3 Bedroom Flat Upstairs And Downstairs,3000000.0,,,,"Peaceville Estates, Badore Ajah",0,0,0,0,0,1,0,1,0,0,0,0,Apartment
Standard 2bedroom Apartment Upstairs And Downstairs,2500000.0,,,,Seaside Estates Badore Ajah Lagos Badore Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Serviced Mini Flat,11000000.0,,,,Omele Close Victoria Island,0,0,0,0,0,0,1,1,0,0,0,0,Apartment
Functional 37 Rooms Hotel,1000000000.0,,,,Okota Ajao Estate Isolo,0,0,0,0,0,0,0,0,1,0,0,1,Other
Spacious Studio Apartment,3500000.0,,,,Royal Pine 3 Estates Orchid Lekki,0,0,0,1,0,1,0,1,0,0,0,0,Apartment
Luxury 5 Bedroom Semi Detached Duplex,100000000.0,,,,Townhouse Ikoyi,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
4bedroom Terrace Townhouse With Bq,20000000.0,,,,Lekki Phase I Lagos Lekki Phase 1 Lekki,0,0,0,1,0,0,0,1,0,0,0,0,Terrace
Brand New 3bedroom Semi Detached Duplex,7000000.0,,,,Seaside Estates Badore Ajah Lagos Badore Ajah,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
Brand New Luxury 3bedroom Apartment With Bq,20000000.0,,,,Nike Art Gallery Lekki Lagos Lekki,0,0,0,1,1,1,0,0,0,0,0,0,Apartment
4 Bedroom Semi Detached Duplex,45000000.0,,,,Victoria Island Lagos Victoria Island,1,0,0,1,0,0,0,1,0,0,0,0,Duplex
Block Of 7 Units Of Mini Flat,35000000.0,,,,Greenville Estates Badore Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
2 Bedroom Duplex,3500000.0,,,,Seaside Estates Badore Ajah,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
Newly Built 2 Bedroom Apartment,3800000.0,,,,Seaside Estates Badore Ajah,0,0,0,0,0,1,0,1,0,0,0,0,Apartment
Fully Serviced 3bedroom Apartment With Bq,25000000.0,,,,Johnson Street Lekki Phase I Lekki Phase 1 Lekki,0,0,0,1,1,0,0,1,0,0,0,0,Apartment
Shared Apartment,1800000.0,,,,Cluster 1 Estates Lekki County Ikota Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built 4 Bedroom Terrace Duplex + Bq,10000000.0,4.0,4.0,5.0,Orchid Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
Fully Serviced 3bedroom Apartment With Bq,25000000.0,,,,Johnson Street Lekki Phase I Lekki Phase 1 Lekki,0,0,0,1,1,0,0,1,0,0,0,0,Apartment
Shared Apartment,1800000.0,,,,Cluster 1 Estates Lekki County Ikota Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
A Furnished 3bed Apartment,170000.0,3.0,3.0,3.0,"Alagomeji, Yaba – Lagos Yaba",0,0,1,0,0,0,1,0,1,0,1,0,Apartment
A Standard Roomself Contain,7000000.0,1.0,1.0,1.0,"Off Odunsi Road, Bariga, Lagos Bariga",0,0,1,0,0,1,0,0,1,0,1,0,Other
A Standard Miniflat,2200000.0,1.0,1.0,2.0,"Ifako–Gbagada, Lagos Gbagada",0,0,1,0,0,0,0,0,1,0,1,0,Apartment
A Neatly Used And Standard 1bed Flat,2000000.0,1.0,1.0,1.0,"Off Pedro Road, Shomolu, Lagos Shomolu",0,0,1,0,0,0,0,0,1,0,1,0,Apartment
A Newly Built Roomself Contain,1300000.0,1.0,1.0,1.0,"Off Pedro Road, Shomolu, Lagos Shomolu",0,0,1,0,0,1,0,0,1,0,1,0,Other
Self Serviced 2 Bedroom Apartment,10000000.0,2.0,2.0,3.0,Emma Abimbola Cole Street Off Fola Osibo Lekki Phase 1 Lekki,0,0,0,0,0,0,0,1,1,0,0,0,Apartment
2 Bedroom Apartment,10500000.0,2.0,2.0,3.0,Edgewaters Estate Lekki Phase 1 Lekki,0,0,1,0,0,0,0,1,1,0,1,0,Apartment
Exquisitely Finished 5 Bedroom Penthouse With Bq,450000000.0,5.0,5.0,5.0,"Engineer Lere Adigun Gra, Basorun Ibadan",0,0,1,1,0,0,1,0,1,0,1,0,Other
A Nice Mini Flat In An Estate,800000.0,1.0,1.0,1.0,Ado Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Spacious Semi Master,2200000.0,1.0,1.0,1.0,Chevron Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Semi-Detached
4 Bedroom Terraced Duplex With Bq,45000000.0,4.0,4.0,5.0,Banana Island Ikoyi,1,1,1,1,0,0,0,1,1,0,1,1,Duplex
Spacious Mini Flat,1600000.0,1.0,1.0,2.0,Badore Ajah,0,0,0,0,0,0,0,0,1,0,0,1,Apartment
Luxurious Spacious Studio Apartment,2000000.0,1.0,1.0,1.0,Ikota Lekki,0,0,0,0,0,0,0,1,1,0,0,1,Apartment
Luxurious Brand New 2 Bedroom Apartments,3000000.0,2.0,2.0,3.0,Round About Ado Road Ajah,0,0,0,0,0,1,0,1,1,0,0,1,Apartment
Luxurious Spacious Brand New 1 Bedroom Apartment,2200000.0,1.0,1.0,2.0,Badore Ajah,0,0,0,0,0,1,0,1,1,0,0,1,Apartment
Luxurious Spacious Single Room In A Shared Apartment,800000.0,1.0,1.0,1.0,Badore Ajah,0,0,0,0,0,0,0,0,1,0,0,1,Apartment
Luxurious Spacious 3 Bedroom Apartments,5500000.0,3.0,3.0,4.0,Ologolo Lekki,0,0,0,0,0,0,0,0,1,0,0,1,Apartment
Luxurious Spacious 1 Bedroom Apartment,1800000.0,1.0,1.0,2.0,Ado Road Ajah,0,0,0,0,0,0,0,0,1,0,0,1,Apartment
3 Bedroom Duplex,7500000.0,3.0,3.0,4.0,Orchid Lekki,0,0,0,0,0,0,0,0,1,0,0,1,Duplex
1 Bedroom Apartment,5000000.0,1.0,1.0,1.0,Dr Adewale Oshin Lekki Phase 1 Lekki,0,1,0,0,0,0,1,0,0,0,0,0,Apartment
Luxurious Spacious 1 Bedroom Apartment,1800000.0,1.0,1.0,2.0,Ado Road Ajah,0,0,0,0,0,0,0,0,1,0,0,1,Apartment
3 Bedroom Duplex,7500000.0,3.0,3.0,4.0,Orchid Lekki,0,0,0,0,0,0,0,0,1,0,0,1,Duplex
Luxurious Spacious Single Room In A Shared Apartment,1500000.0,1.0,1.0,1.0,Orchid Lekki,0,0,0,0,0,0,1,1,1,0,0,1,Apartment
Luxurious Spacious 2 Bedroom Apartments,2300000.0,2.0,2.0,3.0,Badore Ajah,0,0,0,0,0,0,0,1,1,0,0,1,Apartment
3 Bedroom Apartments,6500000.0,3.0,3.0,4.0,Chevron Lekki,0,0,0,0,0,0,0,1,1,0,0,1,Apartment
Luxurious Spacious Brand New 2 Bedroom Apartment,4000000.0,2.0,2.0,3.0,Mobil Road Ajah,0,0,0,0,0,1,0,1,1,0,0,1,Apartment
Luxurious Spacious Single Room In A Shared Apartment,1800000.0,1.0,1.0,1.0,Orchid Lekki,0,0,0,0,0,0,0,1,1,0,0,1,Apartment
Luxurious Spacious Single Room In A Shared Apartment,2000000.0,1.0,1.0,1.0,Orchid Lekki,0,0,0,0,0,1,0,1,1,0,0,1,Apartment
Spacious 2 Bedroom Apartment,2500000.0,2.0,2.0,3.0,Badore Ajah,0,0,0,0,0,1,0,1,1,0,0,1,Apartment
5 Bedrooms Detached Home With Swimming Pool & Bq,320000000.0,5.0,5.0,6.0,Harris Drive Vgc Lekki,1,0,0,1,0,0,0,0,0,0,0,0,Detached
Spacious Studio Apartment,2000000.0,1.0,1.0,1.0,Ikota Lekki,0,0,0,0,0,0,0,1,1,0,0,1,Apartment
2 Bedroom Apartment,6000000.0,2.0,2.0,3.0,Ologolo Lekki,0,0,0,0,0,0,0,0,1,0,0,1,Apartment
Luxurious Spacious 2 Bedroom Apartment,2500000.0,2.0,2.0,3.0,Sangotedo Ajah,0,0,0,0,0,0,0,1,1,0,0,1,Apartment
Spacious Mini Flat,2000000.0,1.0,1.0,2.0,Round About Ado Road Ajah,0,0,0,0,0,0,0,1,1,0,0,1,Apartment
Luxurious Spacious Brand New 1 Bedroom Apartment,2500000.0,1.0,1.0,2.0,Ado Road Ajah,0,0,0,0,0,1,0,1,1,0,0,1,Apartment
Luxurious Spacious 2 Bedroom Apartments,3000000.0,2.0,2.0,3.0,Pump And Sell Side Ado Ajah,0,0,0,0,0,0,0,1,1,0,0,1,Apartment
Luxurious Spacious 1 Bedroom Apartment,2000000.0,1.0,1.0,2.0,Sangotedo Ajah,0,0,0,0,0,1,0,1,1,0,0,1,Apartment
Luxurious Spacious 3 Bedroom Apartments,5500000.0,3.0,3.0,4.0,Oral Estate Lekki,0,0,0,0,0,0,0,1,1,0,0,1,Apartment
Luxurious Spacious 3 Bedroom Apartments,3500000.0,3.0,3.0,4.0,Ilaje Ajah,0,0,0,0,0,0,0,0,1,0,0,1,Apartment
Luxurious Spacious 1 Bedroom Apartment,3500000.0,1.0,1.0,2.0,Mobil Road Ajah,0,0,0,0,0,0,1,0,1,0,0,1,Apartment
Spacious 2 Bedroom Apartment,4000000.0,2.0,2.0,3.0,Sangotedo Ajah,0,0,0,0,0,0,0,1,1,0,0,1,Apartment
Furnished 2 Bedroom Flat,16000000.0,2.0,2.0,3.0,Banana Island Road Mojisola Onikoyi Estate Ikoyi,1,1,0,0,0,0,1,1,0,0,0,0,Apartment
Luxurious Spacious 2 Bedroom Apartment,5000000.0,2.0,2.0,2.0,Ikate Lekki,0,0,0,0,0,0,0,1,1,0,0,1,Apartment
Luxurious Spacious Single Room In A Shared Apartment,2500000.0,1.0,1.0,1.0,Orchid Lekki,0,0,0,0,0,1,1,1,1,0,0,1,Apartment
Room Self Contained,1300000.0,1.0,1.0,1.0,Ikota Lekki,0,0,0,0,0,0,0,1,1,0,0,1,Other
Room Self Contained Apartment,3300000.0,1.0,1.0,1.0,New Road Chevron Lekki,0,0,0,0,0,0,0,1,1,0,0,1,Apartment
Spacious 2 Bedroom Apartment,3000000.0,2.0,2.0,3.0,Ikota Lekki,0,0,0,0,0,0,0,1,1,0,0,1,Apartment
2 Bedroom Apartments,2500000.0,2.0,2.0,3.0,Badore Ajah,0,0,0,0,0,0,0,1,1,0,0,1,Apartment
Spacious Room Self Contained,750000.0,1.0,1.0,1.0,Badore Ajah,0,0,0,0,0,0,0,1,1,0,0,1,Other
Room Self Contained,700000.0,1.0,1.0,1.0,Badore Ajah,0,0,0,0,0,0,0,0,1,0,0,1,Other
Luxurious Spacious Single Room In A Shared Apartment,2000000.0,1.0,1.0,1.0,Ikota Lekki,0,0,0,0,0,0,0,1,1,0,0,1,Apartment
1000sqm Fully Fenced & Gated Land,1700000000.0,,,,Ikoyi,0,0,0,0,0,0,0,0,0,0,0,0,Other
Luxurious Spacious 1 Bedroom Apartment,3000000.0,1.0,1.0,2.0,Alpha Beach Road Lekki,0,0,0,0,0,0,0,1,1,0,0,1,Apartment
4 Bedroom Semi Detached Duplex With Bq,15000000.0,4.0,4.0,5.0,Chevron Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
5 Bedroom Fully Detached Duplex,16000000.0,5.0,5.0,6.0,Ikota Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
Studio Apartment,4000000.0,1.0,1.0,1.0,Oral Extension Oral Estate Lekki,0,0,1,0,0,0,0,1,0,0,0,0,Apartment
4 Bedroom Semi Detached Duplex,13000000.0,4.0,4.0,4.0,Mobil Road Ajah,0,0,0,1,0,0,1,0,0,0,0,0,Duplex
4 Bedroom Semi Detached Duplex,15000000.0,4.0,4.0,5.0,Orchid Lekki,0,0,0,1,0,0,0,1,0,0,0,0,Duplex
Single Room Downstairs,2000000.0,1.0,1.0,1.0,Osapa Osapa London Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Other
1 Bedroom Mini Flat,3500000.0,1.0,1.0,2.0,Chevron Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Furnished Studio Apartment,3800000.0,1.0,1.0,1.0,Bera Estate Chevron Lekki,0,0,0,0,0,0,1,1,0,0,0,0,Apartment
Furnished Semi Master Bedroom,2500000.0,1.0,1.0,1.0,Orchid Lekki,0,0,0,0,0,0,1,1,0,0,0,0,Semi-Detached
1 Bedroom Apartment,3300000.0,1.0,1.0,2.0,Orchid Road Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Newly Built 4 Bedroom Terrace Duplex + Bq,10000000.0,4.0,4.0,5.0,Orchid Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
Furnished Semi Master Bedroom,2500000.0,1.0,1.0,1.0,Orchid Lekki,0,0,0,0,0,0,1,1,0,0,0,0,Semi-Detached
1 Bedroom Apartment,3300000.0,1.0,1.0,2.0,Orchid Road Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Semi Master’s Bedroom,2500000.0,1.0,1.0,1.0,"Salem, Ikate Lekki",0,0,0,0,0,0,0,1,0,0,0,0,Semi-Detached
Master Bedroom Upstairs,4200000.0,1.0,1.0,1.0,Ikota Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Other
Newly Built 4 Bedroom Terrace Duplex,25000000.0,4.0,4.0,5.0,Lekki Phase 1 Lekki,0,0,0,0,0,1,0,1,0,0,0,0,Duplex
4 Bedroom Apartment,15000000.0,4.0,4.0,5.0,Orchid Orchid Lekki,0,0,0,0,0,0,1,0,0,0,0,0,Apartment
Newly Built Studio Apartment,2600000.0,1.0,1.0,1.0,Off Agungi Lekki,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Mini Flat With Open Plan Kitchen,3200000.0,1.0,1.0,2.0,"Megamound, Ikota Lekki",0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Spacious Room Downstairs,2200000.0,1.0,1.0,1.0,Dpk Estate Orchid Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Other
4 Bedroom Maisonette,50000000.0,,,,Old Ikoyi Ikoyi,1,1,0,1,0,0,0,1,0,0,0,0,Maisonette
Newly Built Roomself,1300000.0,1.0,1.0,1.0,"Palmgroove, Easy Access To The Express Palmgrove Shomolu",0,0,1,0,0,1,0,0,1,0,1,0,Other
Renovated 4 Bedroom Semi Detached Duplex,8000000.0,4.0,4.0,4.0,"Off Charlie Boy, Gbagada",0,0,1,0,0,0,0,0,1,0,1,1,Duplex
Newly Built Roomself Contain,1500000.0,1.0,1.0,1.0,"Charley Boy, Gbagada Gbagada",0,0,1,0,0,1,0,0,1,0,1,1,Other
Mini Flat,3000000.0,1.0,1.0,1.0,"Ebute Metta, Yaba, Lagos. Ebute Metta Yaba",0,0,1,0,0,0,1,0,1,0,1,1,Apartment
3 Bedroom Flat,10000000.0,3.0,3.0,3.0,Maryland Lagos Maryland,0,0,1,0,0,0,1,0,1,0,1,1,Apartment
4 Bedroom Terraced Duplex With Bq,15000000.0,4.0,4.0,4.0,"Off Allen Avenue, Ikeja",0,0,1,1,0,1,0,0,1,0,1,1,Duplex
3 Bedroom Apartment,10000000.0,3.0,3.0,3.0,Maryland,0,0,1,1,0,0,0,0,1,0,1,1,Apartment
Furnished 3 Bedroom Terrace Duplex,8000000.0,3.0,3.0,4.0,Dreamvill Estate Phase 2 Sangotedo Ajah,0,0,0,1,0,0,1,0,1,0,0,0,Duplex
Brand New 5 Bedroom Semi Detached Duplex With Bq,100000000.0,5.0,5.0,6.0,Banana Island Ikoyi,0,0,0,1,0,1,0,0,0,0,0,0,Duplex
Luxury And Serviced Waterfront Office Space With Jetty,500.0,,,,Ozumba Mbadiwe Victoria Island,0,0,0,0,0,0,0,1,0,0,0,0,Office
Spacious 5 Bedroom Duplex With Bq,50000000.0,5.0,5.0,6.0,Abacha Estate Ikoyi,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
